group	file	url	http	bytes	fetched
carbon	docs-spacing-code.mdx	https://raw.githubusercontent.com/carbon-design-system/carbon-website/main/src/pages/elements/spacing/code.mdx	cached	3148	2026-09-20T06:12:18Z
carbon	docs-grid-overview.mdx	https://raw.githubusercontent.com/carbon-design-system/carbon-website/main/src/pages/elements/2x-grid/overview.mdx	cached	15316	2026-09-20T06:12:18Z
carbon	docs-color-overview.mdx	https://raw.githubusercontent.com/carbon-design-system/carbon-website/main/src/pages/elements/color/overview.mdx	cached	24172	2026-09-20T06:12:18Z
carbon	docs-color-usage.mdx	https://raw.githubusercontent.com/carbon-design-system/carbon-website/main/src/pages/elements/color/usage.mdx	cached	22241	2026-09-20T06:12:18Z
carbon	docs-color-tokens.mdx	https://raw.githubusercontent.com/carbon-design-system/carbon-website/main/src/pages/elements/color/tokens.mdx	cached	2521	2026-09-20T06:12:18Z
carbon	docs-typography-overview.mdx	https://raw.githubusercontent.com/carbon-design-system/carbon-website/main/src/pages/elements/typography/overview.mdx	cached	7235	2026-09-20T06:12:18Z
carbon	docs-typography-scale.mdx	https://raw.githubusercontent.com/carbon-design-system/carbon-website/main/src/pages/elements/typography/type-sets.mdx	cached	5399	2026-09-20T06:12:18Z
carbon	docs-themes-overview.mdx	https://raw.githubusercontent.com/carbon-design-system/carbon-website/main/src/pages/elements/themes/overview.mdx	cached	6336	2026-09-20T06:12:18Z
carbon	docs-motion-overview.mdx	https://raw.githubusercontent.com/carbon-design-system/carbon-website/main/src/pages/elements/motion/overview.mdx	cached	13718	2026-09-20T06:12:18Z
primer	docs-size.mdx	https://raw.githubusercontent.com/primer/design/main/content/foundations/primitives/size.mdx	cached	1903	2026-09-20T06:12:18Z
primer	docs-layout.mdx	https://raw.githubusercontent.com/primer/design/main/content/foundations/layout.mdx	cached	15404	2026-09-20T06:12:18Z
primer	docs-color-overview.mdx	https://raw.githubusercontent.com/primer/design/main/content/foundations/color/overview.mdx	cached	12845	2026-09-20T06:12:18Z
primer	docs-token-names.mdx	https://raw.githubusercontent.com/primer/design/main/content/foundations/primitives/token-names.mdx	cached	7256	2026-09-20T06:12:18Z
primer	docs-typography.mdx	https://raw.githubusercontent.com/primer/design/main/content/foundations/typography.mdx	cached	4749	2026-09-20T06:12:18Z
polaris	space.ts	https://raw.githubusercontent.com/Shopify/polaris/main/polaris-tokens/src/themes/base/space.ts	cached	1945	2026-09-20T06:12:18Z
polaris	color.ts	https://raw.githubusercontent.com/Shopify/polaris/main/polaris-tokens/src/themes/base/color.ts	cached	39238	2026-09-20T06:12:18Z
polaris	font.ts	https://raw.githubusercontent.com/Shopify/polaris/main/polaris-tokens/src/themes/base/font.ts	cached	3183	2026-09-20T06:12:18Z
polaris	shadow.ts	https://raw.githubusercontent.com/Shopify/polaris/main/polaris-tokens/src/themes/base/shadow.ts	cached	4499	2026-09-20T06:12:18Z
polaris	border.ts	https://raw.githubusercontent.com/Shopify/polaris/main/polaris-tokens/src/themes/base/border.ts	cached	1461	2026-09-20T06:12:18Z
polaris	motion.ts	https://raw.githubusercontent.com/Shopify/polaris/main/polaris-tokens/src/themes/base/motion.ts	cached	3070	2026-09-20T06:12:18Z
polaris	breakpoints.ts	https://raw.githubusercontent.com/Shopify/polaris/main/polaris-tokens/src/themes/base/breakpoints.ts	cached	1416	2026-09-20T06:12:18Z
open-props	props.sizes.css	https://raw.githubusercontent.com/argyleink/open-props/main/src/props.sizes.css	cached	1935	2026-09-20T06:12:18Z
open-props	props.fonts.css	https://raw.githubusercontent.com/argyleink/open-props/main/src/props.fonts.css	cached	2805	2026-09-20T06:12:18Z
open-props	props.easing.css	https://raw.githubusercontent.com/argyleink/open-props/main/src/props.easing.css	cached	6415	2026-09-20T06:12:18Z
open-props	props.shadows.css	https://raw.githubusercontent.com/argyleink/open-props/main/src/props.shadows.css	cached	4346	2026-09-20T06:12:18Z
open-props	props.borders.css	https://raw.githubusercontent.com/argyleink/open-props/main/src/props.borders.css	cached	1439	2026-09-20T06:12:18Z
open-props	props.media.css	https://raw.githubusercontent.com/argyleink/open-props/main/src/props.media.css	cached	2578	2026-09-20T06:12:18Z
open-props	props.animations.css	https://raw.githubusercontent.com/argyleink/open-props/main/src/props.animations.css	cached	4040	2026-09-20T06:12:18Z
utopia	core-readme.md	https://raw.githubusercontent.com/trys/utopia-core/main/README.md	cached	4093	2026-09-20T06:12:18Z
utopia	core-index.ts	https://raw.githubusercontent.com/trys/utopia-core/main/src/index.ts	cached	11152	2026-09-20T06:12:18Z
utopia	space-calculator.html	https://utopia.fyi/space/calculator	cached	62530	2026-09-20T06:12:18Z
utopia	type-calculator.html	https://utopia.fyi/type/calculator	cached	46031	2026-09-20T06:12:18Z
utopia	blog-fluid-type.html	https://utopia.fyi/blog/designing-with-fluid-type-scales	cached	44842	2026-09-20T06:12:18Z
utopia	blog-modular-scales.html	https://utopia.fyi/blog/css-modular-scales	cached	54388	2026-09-20T06:12:18Z
utopia	blog-clamp.html	https://utopia.fyi/blog/clamp	cached	49153	2026-09-20T06:12:18Z
radix-colors	light.ts	https://raw.githubusercontent.com/radix-ui/colors/main/src/light.ts	cached	58664	2026-09-20T06:12:18Z
radix-colors	dark.ts	https://raw.githubusercontent.com/radix-ui/colors/main/src/dark.ts	cached	58393	2026-09-20T06:12:18Z
radix-colors	docs-understanding-the-scale.mdx	https://raw.githubusercontent.com/radix-ui/website/main/data/colors/docs/palette-composition/understanding-the-scale.mdx	cached	7802	2026-09-20T06:12:18Z
radix-colors	docs-composing-a-palette.mdx	https://raw.githubusercontent.com/radix-ui/website/main/data/colors/docs/palette-composition/composing-a-palette.mdx	cached	3378	2026-09-20T06:12:18Z
radix-colors	docs-usage.mdx	https://raw.githubusercontent.com/radix-ui/website/main/data/colors/docs/overview/usage.mdx	cached	3667	2026-09-20T06:12:18Z
material-color	hct.ts	https://raw.githubusercontent.com/material-foundation/material-color-utilities/main/typescript/hct/hct.ts	cached	6370	2026-09-20T06:12:18Z
material-color	tonal_palette.ts	https://raw.githubusercontent.com/material-foundation/material-color-utilities/main/typescript/palettes/tonal_palette.ts	cached	5374	2026-09-20T06:12:18Z
material-color	dynamic_scheme.ts	https://raw.githubusercontent.com/material-foundation/material-color-utilities/main/typescript/dynamiccolor/dynamic_scheme.ts	cached	36776	2026-09-20T06:12:18Z
material-color	material_dynamic_colors.ts	https://raw.githubusercontent.com/material-foundation/material-color-utilities/main/typescript/dynamiccolor/material_dynamic_colors.ts	cached	18148	2026-09-20T06:12:18Z
material-color	contrast.ts	https://raw.githubusercontent.com/material-foundation/material-color-utilities/main/typescript/contrast/contrast.ts	cached	6061	2026-09-20T06:12:18Z
material-color	readme.md	https://raw.githubusercontent.com/material-foundation/material-color-utilities/main/README.md	cached	4408	2026-09-20T06:12:18Z
apca	nutshell.md	https://raw.githubusercontent.com/Myndex/SAPC-APCA/master/documentation/APCA_in_a_Nutshell.md	cached	14040	2026-09-20T06:12:18Z
apca	readme.md	https://raw.githubusercontent.com/Myndex/SAPC-APCA/master/README.md	cached	12255	2026-09-20T06:12:18Z
apca	why-apca.md	https://raw.githubusercontent.com/Myndex/SAPC-APCA/master/documentation/WhyAPCA.md	cached	19461	2026-09-20T06:12:18Z
oklab	ottosson-oklab.html	https://bottosson.github.io/posts/oklab/	cached	207451	2026-09-20T06:12:18Z
oklab	evil-martians-oklch.html	https://evilmartians.com/chronicles/oklch-in-css-why-quit-rgb-hsl	cached	795206	2026-09-20T06:12:18Z
w3c	css-color-4.html	https://www.w3.org/TR/css-color-4/	cached	1220465	2026-09-20T06:12:18Z
w3c	css-color-5.html	https://www.w3.org/TR/css-color-5/	cached	570442	2026-09-20T06:12:18Z
w3c	dtcg-format.html	https://tr.designtokens.org/format/	cached	201406	2026-09-20T06:12:18Z
w3c	text-size-in-translation.html	https://www.w3.org/International/articles/article-text-size/	cached	12590	2026-09-20T06:12:18Z
w3c	qa-lang-why.html	https://www.w3.org/International/questions/qa-lang-why	cached	13395	2026-09-20T06:12:18Z
wcag	contrast-minimum.html	https://www.w3.org/WAI/WCAG22/Understanding/contrast-minimum.html	cached	75590	2026-09-20T06:12:18Z
wcag	non-text-contrast.html	https://www.w3.org/WAI/WCAG22/Understanding/non-text-contrast.html	cached	198313	2026-09-20T06:12:18Z
wcag	resize-text.html	https://www.w3.org/WAI/WCAG22/Understanding/resize-text.html	cached	56391	2026-09-20T06:12:18Z
wcag	reflow.html	https://www.w3.org/WAI/WCAG22/Understanding/reflow.html	cached	85749	2026-09-20T06:12:18Z
wcag	text-spacing.html	https://www.w3.org/WAI/WCAG22/Understanding/text-spacing.html	cached	55290	2026-09-20T06:12:18Z
wcag	target-size-minimum.html	https://www.w3.org/WAI/WCAG22/Understanding/target-size-minimum.html	cached	65155	2026-09-20T06:12:18Z
wcag	focus-visible.html	https://www.w3.org/WAI/WCAG22/Understanding/focus-visible.html	cached	38664	2026-09-20T06:12:18Z
wcag	status-messages.html	https://www.w3.org/WAI/WCAG22/Understanding/status-messages.html	cached	60299	2026-09-20T06:12:18Z
wcag	apg-patterns.html	https://www.w3.org/WAI/ARIA/apg/patterns/	cached	49239	2026-09-20T06:12:18Z
wcag	apg-dialog.html	https://www.w3.org/WAI/ARIA/apg/patterns/dialog-modal/	cached	43147	2026-09-20T06:12:18Z
wcag	apg-menu.html	https://www.w3.org/WAI/ARIA/apg/patterns/menubar/	cached	50830	2026-09-20T06:12:18Z
wcag	apg-disclosure.html	https://www.w3.org/WAI/ARIA/apg/patterns/disclosure/	cached	35553	2026-09-20T06:12:18Z
wcag	apg-carousel.html	https://www.w3.org/WAI/ARIA/apg/patterns/carousel/	cached	47287	2026-09-20T06:12:18Z
vercel	web-interface-guidelines.md	https://raw.githubusercontent.com/vercel-labs/web-interface-guidelines/main/command.md	cached	7760	2026-09-20T06:12:18Z
webdev	vitals.html	https://web.dev/articles/vitals	cached	143257	2026-09-20T06:12:18Z
webdev	lcp.html	https://web.dev/articles/lcp	cached	157288	2026-09-20T06:12:18Z
webdev	inp.html	https://web.dev/articles/inp	cached	149439	2026-09-20T06:12:18Z
webdev	cls.html	https://web.dev/articles/cls	cached	154147	2026-09-20T06:12:18Z
webdev	optimize-lcp.html	https://web.dev/articles/optimize-lcp	cached	180923	2026-09-20T06:12:18Z
webdev	font-best-practices.html	https://web.dev/articles/font-best-practices	cached	166282	2026-09-20T06:12:18Z
webdev	new-responsive.html	https://web.dev/articles/new-responsive	cached	117991	2026-09-20T06:12:18Z
webdev	prefers-color-scheme.html	https://web.dev/articles/prefers-color-scheme	cached	177513	2026-09-20T06:12:18Z
webdev	animations-guide.html	https://web.dev/articles/animations-guide	cached	205696	2026-09-20T06:12:18Z
webdev	performance-budgets.html	https://web.dev/articles/performance-budgets-101	cached	137976	2026-09-20T06:12:18Z
webdev	theme-switch.html	https://web.dev/articles/building/a-theme-switch-component	cached	172092	2026-09-20T06:12:18Z
webdev	forms.html	https://web.dev/learn/forms/	cached	150383	2026-09-20T06:12:18Z
baymard	checkout-form-fields.html	https://baymard.com/blog/checkout-flow-average-form-fields	cached	523340	2026-09-20T06:12:18Z
baymard	mobile-ecommerce-ux.html	https://baymard.com/blog/mobile-ecommerce-ux	cached	212946	2026-09-20T06:12:18Z
baymard	product-list-ux.html	https://baymard.com/blog/product-list-ux	cached	223349	2026-09-20T06:12:18Z
baymard	product-page-ux.html	https://baymard.com/blog/product-page-ux	cached	223350	2026-09-20T06:12:18Z
baymard	homepage-category-ux.html	https://baymard.com/blog/homepage-and-category-ux	cached	223382	2026-09-20T06:12:18Z
baymard	ecommerce-search-ux.html	https://baymard.com/blog/ecommerce-search-ux	cached	223358	2026-09-20T06:12:18Z
baymard	ecommerce-navigation-ux.html	https://baymard.com/blog/ecommerce-navigation-ux	cached	223379	2026-09-20T06:12:18Z
baymard	breadcrumbs.html	https://baymard.com/blog/breadcrumbs	cached	223342	2026-09-20T06:12:18Z
baymard	cart-ux.html	https://baymard.com/blog/cart-ux	cached	212923	2026-09-20T06:12:18Z
nng	design-systems-101.html	https://www.nngroup.com/articles/design-systems-101/	cached	129173	2026-09-20T06:12:18Z
nng	hamburger-menus.html	https://www.nngroup.com/articles/hamburger-menus/	cached	136594	2026-09-20T06:12:18Z
nng	mobile-navigation-patterns.html	https://www.nngroup.com/articles/mobile-navigation-patterns/	cached	122811	2026-09-20T06:12:18Z
method	atomic-design-ch2.html	https://atomicdesign.bradfrost.com/chapter-2/	cached	36588	2026-09-20T06:12:18Z
method	atomic-design-ch5.html	https://atomicdesign.bradfrost.com/chapter-5/	cached	73422	2026-09-20T06:12:18Z
method	cube-css.html	https://cube.fyi/	cached	11033	2026-09-20T06:12:18Z
method	build-excellent-websites.html	https://buildexcellentwebsit.es/	cached	35032	2026-09-20T06:12:18Z
method	itcss-xfive.html	https://www.xfive.co/blog/itcss-scalable-maintainable-css-architecture/	cached	100079	2026-09-20T06:12:18Z
method	modern-css-reset.html	https://piccalil.li/blog/a-more-modern-css-reset/	cached	93129	2026-09-20T06:12:18Z
method	every-layout-modular-scale.html	https://every-layout.dev/rudiments/modular-scale/	cached	52020	2026-09-20T06:12:18Z
method	every-layout-axioms.html	https://every-layout.dev/rudiments/axioms/	cached	51024	2026-09-20T06:12:18Z
method	every-layout-stack.html	https://every-layout.dev/layouts/stack/	cached	70909	2026-09-20T06:12:18Z
method	every-layout-center.html	https://every-layout.dev/layouts/center/	cached	31010	2026-09-20T06:12:18Z
method	every-layout-global-local.html	https://every-layout.dev/rudiments/global-and-local-styling/	cached	64540	2026-09-20T06:12:18Z
method	curtis-space-in-design-systems.html	https://nathanacurtis.substack.com/p/space-in-design-systems-188bcbae0d62	cached	223395	2026-09-20T06:12:18Z
method	curtis-tokens-in-design-systems.html	https://nathanacurtis.substack.com/p/tokens-in-design-systems-25dd82d58421	cached	171755	2026-09-20T06:12:18Z
method	curtis-naming-tokens.html	https://nathanacurtis.substack.com/p/naming-tokens-in-design-systems-9e86c7444676	cached	307937	2026-09-20T06:12:18Z
method	refactoring-ui-color-palette.html	https://www.refactoringui.com/previews/building-your-color-palette	cached	16153	2026-09-20T06:12:18Z
method	josh-comeau-pixels-a11y.html	https://www.joshwcomeau.com/css/surprising-truth-about-pixels-and-accessibility/	cached	386573	2026-09-20T06:12:18Z
method	adrian-roselli-responsive-type-zoom.html	https://adrianroselli.com/2019/12/responsive-type-and-zoom.html	cached	85426	2026-09-20T06:12:18Z
method	design-system-checklist.html	https://www.designsystemchecklist.com/	cached	64600	2026-09-20T06:12:18Z
material	m3-spacing.html	https://m3.material.io/foundations/layout/understanding-layout/spacing	cached	61627	2026-09-20T06:12:18Z
material	m3-color-roles.html	https://m3.material.io/styles/color/roles	cached	61737	2026-09-20T06:12:18Z
material	m3-color-system.html	https://m3.material.io/styles/color/system/how-the-system-works	cached	61763	2026-09-20T06:12:18Z
material	m3-type-scale.html	https://m3.material.io/styles/typography/type-scale-tokens	cached	61768	2026-09-20T06:12:18Z
material	m3-motion.html	https://m3.material.io/styles/motion/overview	cached	61571	2026-09-20T06:12:18Z
material	m3-elevation.html	https://m3.material.io/styles/elevation/overview	cached	61605	2026-09-20T06:12:18Z
material	m2-dark-theme.html	https://m2.material.io/design/color/dark-theme.html	cached	68334	2026-09-20T06:12:18Z
apple	hig-layout.html	https://developer.apple.com/design/human-interface-guidelines/layout	cached	17850	2026-09-20T06:12:18Z
apple	hig-dark-mode.html	https://developer.apple.com/design/human-interface-guidelines/dark-mode	cached	17832	2026-09-20T06:12:18Z
apple	hig-typography.html	https://developer.apple.com/design/human-interface-guidelines/typography	cached	17842	2026-09-20T06:12:18Z
apple	hig-color.html	https://developer.apple.com/design/human-interface-guidelines/color	cached	17825	2026-09-20T06:12:18Z
spectrum-docs	platform-scale.html	https://spectrum.adobe.com/page/platform-scale/	cached	23486	2026-09-20T06:12:18Z
spectrum-docs	international-design.html	https://spectrum.adobe.com/page/international-design/	cached	38863	2026-09-20T06:12:18Z
spectrum-docs	color-system.html	https://spectrum.adobe.com/page/color-system/	cached	44428	2026-09-20T06:12:18Z
spectrum-docs	spacing.html	https://spectrum.adobe.com/page/spacing/	cached	17336	2026-09-20T06:12:18Z
atlassian-docs	spacing.html	https://atlassian.design/foundations/spacing	cached	334197	2026-09-20T06:12:18Z
atlassian-docs	tokens.html	https://atlassian.design/foundations/tokens/design-tokens	cached	315629	2026-09-20T06:12:18Z
figma	variables-guide.html	https://help.figma.com/hc/en-us/articles/15339657135383-Guide-to-variables-in-Figma	cached	78556	2026-09-20T06:12:18Z
figma	variables-modes.html	https://help.figma.com/hc/en-us/articles/15343816063383-Modes-for-variables	cached	94378	2026-09-20T06:12:18Z
figma	code-connect.html	https://www.figma.com/code-connect-docs/	cached	41573	2026-09-20T06:12:18Z
eu-law	omnibus-2019-2161.html	https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32019L2161	cached	263156	2026-09-20T06:12:18Z
eu-law	consumer-rights-2011-83.html	https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02011L0083-20220528	cached	230908	2026-09-20T06:12:18Z
eu-law	price-indication-98-6.html	https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:01998L0006-20220528	cached	27976	2026-09-20T06:12:18Z
eu-law	accessibility-act-2019-882.html	https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32019L0882	cached	485310	2026-09-20T06:12:18Z
eu-law	en-301-549-overview.html	https://digital-strategy.ec.europa.eu/en/policies/web-accessibility-directive-standards-and-harmonisation	cached	62843	2026-09-20T06:12:18Z
address	HR.json	https://chromium-i18n.appspot.com/ssl-address/data/HR	200	188	2026-09-20T06:12:18Z
address	RO.json	https://chromium-i18n.appspot.com/ssl-address/data/RO	cached	728	2026-09-20T06:12:18Z
address	IT.json	https://chromium-i18n.appspot.com/ssl-address/data/IT	cached	2542	2026-09-20T06:12:18Z
address	BG.json	https://chromium-i18n.appspot.com/ssl-address/data/BG	200	153	2026-09-20T06:12:18Z
carbon	layout-tokens.ts	https://raw.githubusercontent.com/carbon-design-system/carbon/main/packages/layout/src/tokens.ts	200	905	2026-09-20T06:12:18Z
carbon	layout-index.ts	https://raw.githubusercontent.com/carbon-design-system/carbon/main/packages/layout/src/index.ts	200	4515	2026-09-20T06:12:18Z
carbon	type-scale.ts	https://raw.githubusercontent.com/carbon-design-system/carbon/main/packages/type/src/scale.ts	200	1791	2026-09-20T06:12:18Z
carbon	type-styles.ts	https://raw.githubusercontent.com/carbon-design-system/carbon/main/packages/type/src/styles.ts	200	11477	2026-09-20T06:12:18Z
carbon	type-fluid.ts	https://raw.githubusercontent.com/carbon-design-system/carbon/main/packages/type/src/fluid.ts	200	3329	2026-09-20T06:12:18Z
carbon	type-tokens.ts	https://raw.githubusercontent.com/carbon-design-system/carbon/main/packages/type/src/tokens.ts	200	3886	2026-09-20T06:12:18Z
carbon	motion-tokens.ts	https://raw.githubusercontent.com/carbon-design-system/carbon/main/packages/motion/src/tokens.ts	200	3503	2026-09-20T06:12:18Z
carbon	motion-index.ts	https://raw.githubusercontent.com/carbon-design-system/carbon/main/packages/motion/src/index.ts	200	233	2026-09-20T06:12:18Z
carbon	colors-index.ts	https://raw.githubusercontent.com/carbon-design-system/carbon/main/packages/colors/src/index.ts	200	368	2026-09-20T06:12:18Z
carbon	themes-index.ts	https://raw.githubusercontent.com/carbon-design-system/carbon/main/packages/themes/src/index.ts	200	2888	2026-09-20T06:12:18Z
primer	size-base.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/base/size/size.json5	200	6109	2026-09-20T06:12:18Z
primer	size-functional.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/size/size.json5	200	20588	2026-09-20T06:12:18Z
primer	size-coarse.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/size/size-coarse.json5	200	2352	2026-09-20T06:12:18Z
primer	size-fine.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/size/size-fine.json5	200	2222	2026-09-20T06:12:18Z
primer	viewport.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/size/viewport.json5	200	815	2026-09-20T06:12:18Z
primer	breakpoints.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/size/breakpoints.json5	200	1467	2026-09-20T06:12:18Z
primer	radius.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/size/radius.json5	200	3090	2026-09-20T06:12:18Z
primer	border.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/size/border.json5	200	2324	2026-09-20T06:12:18Z
primer	z-index.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/size/z-index.json5	200	4646	2026-09-20T06:12:18Z
primer	typography-base.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/base/typography/typography.json5	200	5330	2026-09-20T06:12:18Z
primer	typography-functional.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/typography/typography.json5	200	16357	2026-09-20T06:12:18Z
primer	color-base-light.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/base/color/light/light.json5	200	31388	2026-09-20T06:12:18Z
primer	color-base-dark.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/base/color/dark/dark.json5	200	31285	2026-09-20T06:12:18Z
primer	color-fg.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/color/fgColor.json5	200	21004	2026-09-20T06:12:18Z
primer	color-bg.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/color/bgColor.json5	200	35919	2026-09-20T06:12:18Z
primer	color-border.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/color/borderColor.json5	200	38934	2026-09-20T06:12:18Z
primer	color-control.json5	https://raw.githubusercontent.com/primer/primitives/main/src/tokens/functional/color/control.json5	200	46539	2026-09-20T06:12:18Z
polaris	docs-layout.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/layout/index.mdx	200	4009	2026-09-20T06:12:18Z
polaris	docs-layout-tokens.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/layout/layout-tokens.mdx	200	3545	2026-09-20T06:12:18Z
polaris	docs-layout-density.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/layout/density.mdx	200	5959	2026-09-20T06:12:18Z
polaris	docs-layout-spacial.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/layout/spacial-organization.mdx	200	8164	2026-09-20T06:12:18Z
polaris	docs-colors.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/colors/index.mdx	200	4863	2026-09-20T06:12:18Z
polaris	docs-colors-roles.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/colors/palettes-and-roles.mdx	200	15376	2026-09-20T06:12:18Z
polaris	docs-colors-using.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/colors/using-color.mdx	200	12379	2026-09-20T06:12:18Z
polaris	docs-colors-tokens.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/colors/color-tokens.mdx	200	6214	2026-09-20T06:12:18Z
polaris	docs-typography.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/typography/index.mdx	200	2684	2026-09-20T06:12:18Z
polaris	docs-typography-scale.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/typography/font-and-typescale.mdx	200	2913	2026-09-20T06:12:18Z
polaris	docs-depth.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/depth/index.mdx	200	4524	2026-09-20T06:12:18Z
polaris	docs-depth-creating.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/depth/creating-depth.mdx	200	6256	2026-09-20T06:12:18Z
polaris	docs-motion.mdx	https://raw.githubusercontent.com/Shopify/polaris/main/polaris.shopify.com/content/design/motion/index.mdx	200	3764	2026-09-20T06:12:18Z
radix-colors	docs-scales.mdx	https://raw.githubusercontent.com/radix-ui/website/main/data/colors/docs/palette-composition/scales.mdx	200	8431	2026-09-20T06:12:18Z
radix-colors	docs-aliasing.mdx	https://raw.githubusercontent.com/radix-ui/website/main/data/colors/docs/overview/aliasing.mdx	200	15523	2026-09-20T06:12:18Z
radix-colors	docs-custom-palettes.mdx	https://raw.githubusercontent.com/radix-ui/website/main/data/colors/docs/overview/custom-palettes.mdx	200	2023	2026-09-20T06:12:18Z
radix-themes	docs-breakpoints.mdx	https://raw.githubusercontent.com/radix-ui/website/main/data/themes/docs/theme/breakpoints.mdx	200	773	2026-09-20T06:12:18Z
